,0
400,-3.2948005
401,-4.229894
402,-5.5242686
403,-8.968367
404,-10.775746
405,-11.413768
406,-11.886435
407,-12.185621
408,-12.177797
409,-11.745636
410,-11.020825
411,-10.089961
412,-8.905186
413,-7.188644
414,-5.047872
415,-2.5443826
416,-1.455335
417,-1.0667834
418,-0.7786916
419,-0.5438858
420,-0.3829758
421,-0.27834523
422,-0.20818225
423,-0.16268864
424,-0.13021253
425,-0.10499759
426,-0.08373594
427,-0.06235138
428,-0.04556703
429,-0.03255905
430,-0.023982735
431,-0.018769002
432,-0.01608266
433,-0.014583292
434,-0.013476476
435,-0.012762162
436,-0.012188343
437,-0.011144013
438,-0.010228798
439,-0.009281599
440,-0.00854246
441,-0.007883677
442,-0.007234819
443,-0.0066949613
444,-0.0062230537
445,-0.0057464163
446,-0.005340136
447,-0.004987603
448,-0.0046296576
449,-0.0043453253
450,-0.0040713134
451,-0.003734905
452,-0.00350525
453,-0.0032543726
454,-0.0030374932
455,-0.0028450363
456,-0.0026984045
457,-0.0025643248
458,-0.0024560792
459,-0.002363302
460,-0.002183449
461,-0.0020523374
462,-0.0012737712
463,-0.00076453714
464,-0.0006701157
465,-0.00058873865
466,-0.0005103978
467,-0.0004537353
468,-0.000406288
469,-0.0003665237
470,-0.0003417206
471,-0.0002947244
472,-0.00026467023
473,-0.00023071878
474,-0.00020259508
475,-0.00017858612
476,-0.0001563701
477,-0.00013577788
478,-0.000119287404
479,-0.00010652677
480,-9.520226e-05
481,-8.3528874e-05
482,-7.512407e-05
483,-6.587077e-05
484,-5.880835e-05
485,-4.3446358e-05
486,-3.2821903e-05
487,-2.9061759e-05
488,-2.6676016e-05
489,-2.408563e-05
490,-2.192799e-05
491,-1.770905e-05
492,-1.4859496e-05
493,-1.2527044e-05
494,-1.1098025e-05
495,-9.960086e-06
496,-9.3921435e-06
497,-8.9864725e-06
498,-8.875859e-06
499,-8.816136e-06
500,-8.8176785e-06
501,-8.780997e-06
502,-8.783688e-06
503,-0.00050141884
504,-0.0004599073
505,3.285773e-05
506,8.82939e-05
507,-3.103008e-05
508,-4.1795142e-06
509,-1.0679333e-05
510,-7.958497e-06
511,-8.89196e-06
512,-8.669665e-06
513,-9.2399105e-06
514,-8.722249e-06
515,-8.6097825e-06
516,-8.538965e-06
517,-8.535414e-06
518,-8.626872e-06
519,-8.733308e-06
520,-8.792277e-06
521,-8.790548e-06
522,-8.7723365e-06
523,-0.0028977199
524,-0.0018046538
525,0.0003933489
526,-0.0021826248
527,-0.0018119501
528,-0.0010806529
529,-0.000710601
530,-0.0006334522
531,-0.0005730883
532,-0.00054791535
533,-0.00053709955
534,-0.0005363719
535,-0.00055130257
536,-0.0006785322
537,-0.0008361932
538,-0.00105613
539,-0.0017466487
540,-0.0032473444
541,-0.005946263
542,-0.009993153
543,-0.015762698
544,-0.0256092
545,-0.042731836
546,-0.06660981
547,-0.101560004
548,-0.12987109
549,-0.15151286
550,-0.17067395
551,-0.17891747
552,-0.18213747
553,-0.18314008
554,-0.18185116
555,-0.17695071
556,-0.16780613
557,-0.15866484
558,-0.15760973
559,-0.16409048
560,-0.1688651
561,-0.17003793
562,-0.16341726
563,-0.15602964
564,-0.14714104
565,-0.13455565
566,-0.13138838
567,-0.1395964
568,-0.19166707
569,-0.30839282
570,-0.49835062
571,-0.77073115
572,-1.2078294
573,-1.834182
574,-2.5586257
575,-3.5456042
576,-4.6501613
577,-6.370333
578,-9.701645
579,-11.334649
580,-12.157265
581,-12.369021
582,-12.083656
583,-11.550892
584,-10.864623
585,-9.989443
586,-8.801906
587,-7.2600784
588,-5.667082
589,-4.0111275
590,-3.0156782
591,-2.5871012
592,-2.290558
593,-2.040312
594,-1.8716015
595,-1.7450745
596,-1.647258
597,-1.5733763
598,-1.4592469
599,-1.3365903
600,-1.2248353
601,-1.1029981
602,-0.9999091
603,-0.9109588
604,-0.82796884
605,-0.7547837
606,-0.70885867
607,-0.6697112
608,-0.6357852
609,-0.6030775
610,-0.5773518
611,-0.5558626
612,-0.53589845
613,-0.5200403
614,-0.5052252
615,-0.496221
616,-0.4920254
617,-0.49171975
618,-0.49176612
619,-0.99048334
620,-1.4870554
621,-1.4860344
622,-1.470843
623,-1.4546074
624,-1.4391581
625,-1.4187748
626,-1.3910433
627,-1.3529395
628,-1.2943764
629,-1.2089112
630,-1.0946821
631,-0.9695518
632,-0.8869961
633,-0.82735634
634,-0.7901118
635,-0.7635124
636,-0.74962974
637,-0.85749614
638,-0.9686408
639,-1.0418167
640,-1.050283
641,-0.9971861
642,-0.96510416
643,-0.9548809
644,-0.963704
645,-1.0141182
646,-1.1531706
647,-1.416338
648,-1.6805034
649,-2.023981
650,-2.5345109
651,-3.3163614
652,-4.2591453
653,-5.583035
654,-9.074041
655,-10.853198
656,-11.485353
657,-11.964069
658,-12.223147
659,-12.119437
660,-11.58042
661,-10.786231
662,-9.792568
663,-8.4487915
664,-6.6760807
665,-4.3890953
666,-2.1286216
667,-1.3309304
668,-0.9960956
669,-0.71435314
670,-0.49862638
671,-0.353866
672,-0.25886667
673,-0.1950571
674,-0.15476784
675,-0.1228409
676,-0.09830399
677,-0.076599464
678,-0.056745626
679,-0.041045494
680,-0.029598454
681,-0.022020726
682,-0.017430963
683,-0.015167444
684,-0.013894835
685,-0.0129639255
686,-0.012301815
687,-0.011233632
688,-0.010319693
689,-0.00931576
690,-0.008478936
691,-0.007830264
692,-0.007173011
693,-0.0066032386
694,-0.006138533
695,-0.0057030716
696,-0.005271019
697,-0.0047600116
698,-0.004431335
699,-0.0041584014
700,-0.0039027156
701,-0.003581071
702,-0.003311566
703,-0.0030995938
704,-0.0029178709
705,-0.0027567914
706,-0.0026230107
707,-0.002510879
708,-0.002399666
709,-0.0023028005
710,-0.002191929
711,-0.0013280524
712,-0.0007724691
713,-0.000678873
714,-0.00059952616
715,-0.0005249788
716,-0.00046469655
717,-0.00041462958
718,-0.00037814866
719,-0.00032823204
720,-0.0003040423
721,-0.00027102328
722,-0.00023874537
723,-0.00020851295
724,-0.00018752848
725,-0.0001681908
726,-0.00015047054
727,-0.00013064728
728,-0.00011642087
729,-0.00010257677
730,-9.197324e-05
731,-8.154272e-05
732,-7.4018026e-05
733,-6.7678564e-05
734,-6.02294e-05
735,-5.4484408e-05
736,-4.9278413e-05
737,-4.4285047e-05
738,-3.999151e-05
739,-3.07049e-05
740,-2.4188757e-05
741,-2.1332671e-05
742,-1.7299666e-05
743,-1.457e-05
744,-1.2309789e-05
745,-1.0939298e-05
746,-9.877818e-06
747,-9.350257e-06
748,-8.966192e-06
749,-8.867503e-06
750,-8.814508e-06
751,-8.813273e-06
752,-8.780805e-06
753,-8.78369e-06
754,-0.00050144567
755,-0.0004599319
756,3.2865704e-05
757,8.830274e-05
758,-3.1030613e-05
759,-4.179644e-06
760,-1.067912e-05
761,-7.957836e-06
762,-8.891222e-06
763,-8.669214e-06
764,-9.2387145e-06
765,-8.721038e-06
766,-7.943903e-06
767,-7.7156e-06
768,-8.191938e-06
769,-8.516143e-06
770,-8.737285e-06
771,-8.749019e-06
772,-8.792571e-06
773,-8.778857e-06
774,-8.772384e-06
775,-0.002417717
776,-0.0017164695
777,0.0003446544
778,-0.0020053291
779,-0.0017436122
780,-0.0010732273
781,-0.0007064596
782,-0.00062360236
783,-0.000562317
784,-0.00053654873
785,-0.000525921
786,-0.0005255365
787,-0.0005412973
788,-0.0007089571
789,-0.00093017967
790,-0.001240261
791,-0.0022312896
792,-0.004118993
793,-0.0073961727
794,-0.011723729
795,-0.019077009
796,-0.03020296
797,-0.04859788
798,-0.0772101
799,-0.11067749
800,-0.13936503
801,-0.1583662
802,-0.17321473
803,-0.17973994
804,-0.1824305
805,-0.1831668
806,-0.18162416
807,-0.1766922
808,-0.16822949
809,-0.16229154
810,-0.16443145
811,-0.16965017
812,-0.17061314
813,-0.16983889
814,-0.15740143
815,-0.14218783
816,-0.13299769
817,-0.13023718
818,-0.1422081
819,-0.20791785
820,-0.33919054
821,-0.5479031
822,-0.839358
823,-1.3147275
824,-2.012068
825,-2.8036451
826,-3.7498806
827,-4.9229784
828,-6.4186587
829,-9.805844
830,-11.591023
831,-12.333809
832,-12.378223
833,-12.073881
834,-11.576992
835,-10.922384
836,-10.073079
837,-8.902256
838,-7.360677
839,-5.7368865
840,-3.8888347
841,-2.9105554
842,-2.5180435
843,-2.240197
844,-2.0105834
845,-1.8492112
846,-1.7289253
847,-1.6328008
848,-1.5625265
849,-1.4523001
850,-1.3273981
851,-1.2114314
852,-1.1045954
853,-1.0015118
854,-0.91284823
855,-0.82948256
856,-0.7565417
857,-0.71114224
858,-0.67168456
859,-0.63812256
860,-0.605865
861,-0.5805527
862,-0.55741465
863,-0.53822196
864,-0.52304107
865,-0.5106994
866,-0.49910516
867,-0.49354747
868,-0.49226356
869,-0.4940739
870,-0.51743746
871,-1.004266
872,-1.487667
873,-1.4876269
874,-1.4700958
875,-1.4532568
876,-1.4372914
877,-1.416142
878,-1.3873786
879,-1.3479811
880,-1.2862686
881,-1.1983093
882,-1.0801762
883,-0.9624275
884,-0.88038623
885,-0.8217604
886,-0.78678423
887,-0.88142896
888,-1.003899
889,-1.0548744
890,-0.9983995
891,-0.9696653
892,-0.9836121
893,-1.0839542
894,-1.3975441
895,-1.8694358
896,-2.615339
897,-3.6538393
898,-5.236095
899,-6.9355617
900,-8.770138
901,-10.735045
902,-11.414588
903,-12.066544
904,-12.470385
905,-12.415062
906,-11.844266
907,-11.047044
908,-10.023226
909,-8.667695
910,-6.8811393
911,-4.3624363
912,-2.166009
913,-1.3639764
914,-1.0196177
915,-0.7291906
916,-0.5085512
917,-0.35963163
918,-0.26180348
919,-0.19579999
920,-0.15354879
921,-0.12102042
922,-0.09613797
923,-0.07651885
924,-0.05703429
925,-0.04208335
926,-0.030519398
927,-0.022992047
928,-0.018595394
929,-0.016327301
930,-0.014964494
931,-0.0139281545
932,-0.013226283
933,-0.012124073
934,-0.011150651
935,-0.010171818
936,-0.009311421
937,-0.008597677
938,-0.007962068
939,-0.0073215174
940,-0.0067776605
941,-0.0063133626
942,-0.0058487733
943,-0.0052873767
944,-0.0049211555
945,-0.004628596
946,-0.00421165
947,-0.0039831023
948,-0.0037721267
949,-0.0035050143
950,-0.003267143
951,-0.0030608086
952,-0.0029033117
953,-0.0027640937
954,-0.0026429833
955,-0.00253112
956,-0.002426732
957,-0.0023007775
958,-0.0014660376
959,-0.0009080025
960,-0.00082217663
961,-0.00071529264
962,-0.0006338899
963,-0.00055799255
964,-0.0004904494
965,-0.00043552433
966,-0.0003982435
967,-0.00034748195
968,-0.0003040996
969,-0.00027321998
970,-0.0002495762
971,-0.00021883735
972,-0.00019682509
973,-0.0001770422
974,-0.00015908254
975,-0.00013886511
976,-0.000121202196
977,-0.000106848405
978,-9.553505e-05
979,-8.465085e-05
980,-7.680716e-05
981,-7.0169925e-05
982,-6.248963e-05
983,-5.652407e-05
984,-5.1073657e-05
985,-4.5881017e-05
986,-4.1313593e-05
987,-3.168279e-05
988,-2.490912e-05
989,-2.1978962e-05
990,-1.7729177e-05
991,-1.4856311e-05
992,-1.2536125e-05
993,-1.110896e-05
994,-9.9714e-06
995,-9.400898e-06
996,-9.139722e-06
997,-8.998195e-06
998,-8.98258e-06
999,-8.836741e-06
1000,-8.827387e-06
1001,-8.780584e-06
1002,-8.783708e-06
1003,-0.00050178816
1004,-0.0004602458
1005,3.2968757e-05
1006,8.841643e-05
1007,-3.1036594e-05
1008,-4.1805883e-06
1009,-1.0678949e-05
1010,-7.958415e-06
1011,-8.890654e-06
1012,-8.668888e-06
1013,-9.229272e-06
1014,-8.704606e-06
1015,-8.576923e-06
1016,-8.5873e-06
1017,-8.777492e-06
1018,-8.781971e-06
1019,-8.621856e-06
1020,-8.584004e-06
1021,-8.726382e-06
1022,-8.773815e-06
1023,-8.781705e-06
1024,-8.8065335e-06
1025,-8.750731e-06
1026,-8.265897e-06
1027,-7.992676e-06
1028,-7.677191e-06
1029,-9.272237e-06
1030,-2.2933678e-05
1031,-3.098259e-05
1032,-3.5588408e-05
1033,-2.1105745e-05
1034,-1.15318e-05
1035,-1.0798108e-05
1036,-8.908751e-06
1037,-7.809277e-06
1038,-8.276909e-06
1039,-8.599565e-06
1040,-8.227672e-06
1041,-7.980624e-06
1042,-7.666773e-06
1043,-7.80928e-06
1044,-8.280554e-06
1045,-8.597045e-06
1046,-8.596747e-06
1047,-8.227952e-06
1048,-7.967794e-06
1049,-7.79041e-06
1050,-8.113598e-06
1051,-7.6558235e-06
1052,-7.669125e-06
1053,-7.801985e-06
1054,-8.2843735e-06
1055,-8.652168e-06
1056,-8.751163e-06
1057,-8.772437e-06
1058,-8.7409335e-06
1059,-8.786961e-06
1060,-8.77237e-06
1061,-0.002388776
1062,-0.0016952561
1063,0.00032626177
1064,-0.001983679
1065,-0.0017025992
1066,-0.0010422097
1067,-0.0006883425
1068,-0.0006157325
1069,-0.0005597304
1070,-0.00053741
1071,-0.00052869046
1072,-0.0005290712
1073,-0.0007067965
1074,-0.00095248956
1075,-0.0012880903
1076,-0.002336023
1077,-0.004316085
1078,-0.007727968
1079,-0.0121401185
1080,-0.019888813
1081,-0.03137755
1082,-0.05014767
1083,-0.08023462
1084,-0.11316739
1085,-0.14118017
1086,-0.15971799
1087,-0.17364584
1088,-0.1799064
1089,-0.18245128
1090,-0.18313913
1091,-0.18146636
1092,-0.17990851
1093,-0.17432012
1094,-0.17169009
1095,-0.1642261
1096,-0.15716535
1097,-0.14854467
1098,-0.13675046
1099,-0.13422816
1100,-0.14368527
1101,-0.19756998
1102,-0.3132112
1103,-0.501193
1104,-0.76926076
1105,-1.1947279
1106,-1.7628983
1107,-2.4776561
1108,-3.5003226
1109,-4.5906444
1110,-6.254986
1111,-9.613866
1112,-11.323254
1113,-12.129713
1114,-12.391737
1115,-12.20094
1116,-11.758552
1117,-11.164564
1118,-10.392947
1119,-9.371831
1120,-7.8392944
1121,-5.9791574
1122,-4.146761
1123,-2.9542308
1124,-2.5396438
1125,-2.2677584
1126,-2.0286376
1127,-1.862358
1128,-1.7372143
1129,-1.6403552
1130,-1.5684812
1131,-1.4560893
1132,-1.3335676
1133,-1.2223213
1134,-1.0942668
1135,-0.9898607
1136,-0.9011471
1137,-0.8199704
1138,-0.7473167
1139,-0.6987799
1140,-0.660347
1141,-0.6259183
1142,-0.5980201
1143,-0.57189614
1144,-0.5437501
1145,-0.5284103
1146,-0.51094335
1147,-0.49983662
1148,-0.49365258
1149,-0.4923715
1150,-0.49418586
1151,-0.553897
1152,-1.0226419
1153,-1.4871494
1154,-1.486128
1155,-1.4709445
1156,-1.4547126
1157,-1.4392656
1158,-1.4188851
1159,-1.391157
1160,-1.353057
1161,-1.2945307
1162,-1.2090793
1163,-1.0948902
1164,-0.96966565
1165,-0.8871094
1166,-0.82746047
1167,-0.7901914
1168,-0.7635799
1169,-0.7496881
1170,-0.8575588
1171,-0.96870834
1172,-1.0418872
1173,-1.0503539
1174,-0.99725103
1175,-0.965165
1176,-0.95493615
1177,-0.96375656
1178,-1.0141698
1179,-1.1532902
1180,-1.4169912
1181,-1.6817956
1182,-2.026261
1183,-2.5383198
1184,-3.322081
1185,-4.2673745
1186,-5.59411
1187,-9.089709
1188,-10.864475
1189,-11.495267
1190,-11.971449
1191,-12.225476
1192,-12.113591
1193,-11.567183
1194,-10.769708
1195,-9.77092
1196,-8.41381
1197,-6.6349826
1198,-4.3530006
1199,-2.0896266
1200,-1.3116065
1201,-0.98286444
1202,-0.7036433
1203,-0.49137634
1204,-0.34906474
1205,-0.2556518
1206,-0.19292554
1207,-0.15363705
1208,-0.11903641
1209,-0.095263556
1210,-0.07310652
1211,-0.05438276
1212,-0.03898901
1213,-0.028357549
1214,-0.02110604
1215,-0.017021827
1216,-0.015126642
1217,-0.013851662
1218,-0.012917462
1219,-0.012255347
1220,-0.0111956755
1221,-0.010282688
1222,-0.009332552
1223,-0.008580427
1224,-0.007917583
1225,-0.007275567
1226,-0.0067449915
1227,-0.006267417
1228,-0.0058018547
1229,-0.005358421
1230,-0.0050071105
1231,-0.004638736
1232,-0.0043560006
1233,-0.0039677923
1234,-0.003754204
1235,-0.0035298152
1236,-0.0032731337
1237,-0.0030469447
1238,-0.0028583205
1239,-0.002709193
1240,-0.0025824595
1241,-0.002469917
1242,-0.0023671116
1243,-0.0022732294
1244,-0.0021537426
1245,-0.0013124762
1246,-0.0007682422
1247,-0.00067422475
1248,-0.00059146795
1249,-0.0005139402
1250,-0.000456286
1251,-0.00040853617
1252,-0.00036937362
1253,-0.0003451222
1254,-0.00029671346
1255,-0.0002662201
1256,-0.000232997
1257,-0.00020325529
1258,-0.0001791306
1259,-0.00015698979
1260,-0.0001424825
1261,-0.00012382721
1262,-0.000111573994
1263,-0.0001013211
1264,-9.105064e-05
1265,-8.0405865e-05
1266,-7.291249e-05
1267,-6.605875e-05
1268,-5.8866513e-05
1269,-4.4571658e-05
1270,-3.436991e-05
1271,-3.124808e-05
1272,-2.8308154e-05
1273,-2.5808313e-05
1274,-2.3038881e-05
1275,-2.0747724e-05
1276,-1.6858829e-05
1277,-1.42395165e-05
1278,-1.20702825e-05
1279,-1.0770467e-05
1280,-9.765617e-06
1281,-9.282494e-06
1282,-8.942288e-06
1283,-8.858783e-06
1284,-8.8224815e-06
1285,-8.781213e-06
1286,-8.783687e-06
1287,-0.0005015291
1288,-0.00046000833
1289,3.2890774e-05
1290,8.833037e-05
1291,-3.1032007e-05
1292,-4.1795292e-06
1293,-1.0678898e-05
1294,-7.957916e-06
1295,-8.891076e-06
1296,-8.669244e-06
1297,-9.2363525e-06
1298,-8.716918e-06
1299,-8.592305e-06
1300,-8.523655e-06
1301,-8.621572e-06
1302,-8.658959e-06
1303,-8.716967e-06
1304,-8.76211e-06
1305,-8.795088e-06
1306,-8.776113e-06
1307,-8.766239e-06
1308,-8.772407e-06
1309,-0.005827218
1310,-0.005130447
1311,0.004411061
1312,0.0031332248
1313,0.0010106585
1314,0.00022157548
1315,7.4828796e-07
1316,-0.00011984793
1317,-0.00020975727
1318,-0.00030369312
1319,-0.00034496802
1320,-0.00035872275
1321,-0.00036530162
1322,-0.00037617906
1323,-0.00047985805
1324,-0.0006065807
1325,-0.00076421665
1326,-0.0009499545
1327,-0.0014216001
1328,-0.0025662135
1329,-0.004724524
1330,-0.008390666
1331,-0.0130229285
1332,-0.021487935
1333,-0.03382883
1334,-0.053472348
1335,-0.08549165
1336,-0.11794396
1337,-0.14396739
1338,-0.16242175
1339,-0.17476054
1340,-0.18037668
1341,-0.18263468
1342,-0.1831375
1343,-0.18131755
1344,-0.17972505
1345,-0.17411986
1346,-0.17148796
1347,-0.16393162
1348,-0.15677296
1349,-0.14804555
1350,-0.13604468
1351,-0.13368744
1352,-0.14470838
1353,-0.20428567
1354,-0.32619637
1355,-0.52233565
1356,-0.7986075
1357,-1.2335395
1358,-1.8375931
1359,-2.5577674
1360,-3.5650306
1361,-4.6733203
1362,-6.3949547
1363,-9.721141
1364,-11.363593
1365,-12.181408
1366,-12.369604
1367,-12.092512
1368,-11.57987
1369,-10.913426
1370,-10.055453
1371,-8.89091
1372,-7.3487267
1373,-5.727579
1374,-3.9032571
1375,-2.9177816
1376,-2.5210814
1377,-2.2421987
1378,-2.0111413
1379,-1.849037
1380,-1.7284175
1381,-1.6320881
1382,-1.561618
1383,-1.4511777
1384,-1.3264093
1385,-1.2103853
1386,-1.1030853
1387,-0.99980974
1388,-0.9111617
1389,-0.8283748
1390,-0.75518066
1391,-0.7096157
1392,-0.6704741
1393,-0.6367969
1394,-0.60441905
1395,-0.5790152
1396,-0.5568247
1397,-0.5363419
1398,-0.5201375
1399,-0.5088326
1400,-0.4984607
1401,-0.4934777
1402,-0.49279472
1403,-0.49511895
1404,-0.621591
1405,-1.056699
1406,-1.4872015
1407,-1.4861807
1408,-1.4709952
1409,-1.4547642
1410,-1.4393191
1411,-1.4189596
1412,-1.3912644
1413,-1.3532288
1414,-1.2950004
1415,-1.2097313
1416,-1.0952568
1417,-0.9813353
1418,-0.893377
1419,-0.83002037
1420,-0.79163605
1421,-0.76465386
1422,-0.7519872
1423,-0.86407954
1424,-0.9759011
1425,-1.0451707
1426,-0.9842631
1427,-0.9548836
