,0
4073,-1.1097843e-05
4074,-9.959921e-06
4075,-9.392021e-06
4076,-8.986474e-06
4077,-8.875873e-06
4078,-8.8161505e-06
4079,-8.817691e-06
4080,-8.7809985e-06
4081,-8.783665e-06
4082,-0.0005014243
4083,-0.0004599124
4084,3.2858985e-05
4085,8.829556e-05
4086,-3.103027e-05
4087,-4.179582e-06
4088,-1.0679124e-05
4089,-7.957794e-06
4090,-8.891243e-06
4091,-8.669413e-06
4092,-9.239702e-06
4093,-8.7220615e-06
4094,-8.597674e-06
4095,-8.609776e-06
4096,-8.801066e-06
4097,-8.814547e-06
4098,-8.663284e-06
4099,-8.626426e-06
4100,-8.738583e-06
4101,-8.789044e-06
4102,-8.784968e-06
4103,-8.772762e-06
4104,-8.7440485e-06
4105,-8.663281e-06
4106,-8.2118595e-06
4107,-9.288095e-06
4108,-1.0204692e-05
4109,-5.3229014e-06
4110,5.0652605e-05
4111,6.495251e-05
4112,8.6281754e-05
4113,5.8409612e-05
4114,1.8097366e-05
4115,0.00027305185
4116,0.0005024708
4117,0.00059108756
4118,0.0005764832
4119,0.00057711615
4120,0.00042289717
4121,9.620758e-05
4122,0.00026299182
4123,0.0004340056
4124,9.058995e-05
4125,0.000557362
4126,0.0005599332
4127,0.000579018
4128,0.0005752095
4129,0.0005822363
4130,0.00042515981
4131,1.5388016e-05
4132,-0.000113427086
4133,-6.0953767e-05
4134,-0.00010345961
4135,-0.00012458672
4136,-6.5457316e-05
4137,0.00026194844
4138,0.00045911377
4139,0.00058141985
4140,0.00014052811
4141,-8.7723765e-06
4142,-8.77234e-06
4143,-0.025598725
4144,-0.04623373
4145,-0.030239256
4146,-0.0102979215
4147,-0.006805343
4148,-0.0048878416
4149,-0.004085325
4150,-0.0031993678
4151,-0.002171693
4152,-0.0013836086
4153,-0.00080783386
4154,-0.0004992928
4155,-0.0003744122
4156,-0.0003311977
4157,-0.00032023076
4158,-0.0003188908
4159,-0.00032588167
4160,-0.00046500066
4161,-0.000647769
4162,-0.00074143626
4163,-0.00089965604
4164,-0.0011223906
4165,-0.0014197897
4166,-0.0020079461
4167,-0.0031291365
4168,-0.0055975686
4169,-0.009389125
4170,-0.0149828
4171,-0.023947576
4172,-0.03982308
4173,-0.063050956
4174,-0.09713371
4175,-0.1255502
4176,-0.14834465
4177,-0.16788526
4178,-0.17767738
4179,-0.18165864
4180,-0.18305114
4181,-0.18213437
4182,-0.17903194
4183,-0.17337444
4184,-0.17073812
4185,-0.16441494
4186,-0.15861006
4187,-0.14814618
4188,-0.13466515
4189,-0.13161707
4190,-0.1402765
4191,-0.19334486
4192,-0.31065336
4193,-0.50134385
4194,-0.77417815
4195,-1.2108791
4196,-1.8356969
4197,-2.5601757
4198,-3.5493288
4199,-4.6547604
4200,-6.376198
4201,-9.694883
4202,-11.327156
4203,-12.156977
4204,-12.365612
4205,-12.072141
4206,-11.531933
4207,-10.83743
4208,-9.954938
4209,-8.742721
4210,-7.193196
4211,-5.5884285
4212,-3.9445994
4213,-2.9962835
4214,-2.5763514
4215,-2.280158
4216,-2.033477
4217,-1.8664812
4218,-1.7414192
4219,-1.6439998
4220,-1.5709729
4221,-1.4576663
4222,-1.3341866
4223,-1.2219865
4224,-1.1062194
4225,-1.0036578
4226,-0.91451895
4227,-0.8292828
4228,-0.75613946
4229,-0.7104762
4230,-0.67099035
4231,-0.6372605
4232,-0.6047647
4233,-0.57929814
4234,-0.55682755
4235,-0.5361469
4236,-0.5198902
4237,-0.50860333
4238,-0.4983283
4239,-0.49343124
4240,-0.49264905
4241,-0.49486455
4242,-0.98982745
4243,-1.4834198
4244,-1.4833734
4245,-1.4873927
4246,-1.4824369
4247,-1.4738939
4248,-1.4401411
4249,-1.4205265
4250,-1.393428
4251,-1.3561808
4252,-1.3003128
4253,-1.2168092
4254,-1.1049803
4255,-0.9919741
4256,-0.9010359
4257,-0.83490866
4258,-0.79449016
4259,-0.7665918
4260,-0.7532894
4261,-0.84893453
4262,-0.97955066
4263,-1.0498443
4264,-1.0602292
4265,-0.9971347
4266,-0.9622902
4267,-0.9627231
4268,-0.97899675
4269,-1.0501331
4270,-1.268573
4271,-1.6447382
4272,-2.1107457
4273,-2.773007
4274,-3.7502234
4275,-5.0488515
4276,-6.6652765
4277,-8.481325
4278,-10.534057
4279,-11.21794
4280,-11.79061
4281,-12.224308
4282,-12.343777
4283,-12.168982
4284,-11.524698
4285,-10.694075
4286,-9.643104
4287,-7.957027
4288,-6.19482
4289,-3.987477
4290,-1.7809322
4291,-1.161086
4292,-0.8780892
4293,-0.61811954
4294,-0.43287158
4295,-0.3100386
4296,-0.22914995
4297,-0.17493919
4298,-0.13966985
4299,-0.11124032
4300,-0.0874482
4301,-0.06710326
4302,-0.049214408
4303,-0.03576941
4304,-0.026186617
4305,-0.019957012
4306,-0.016626613
4307,-0.015022446
4308,-0.013887939
4309,-0.01306965
4310,-0.012453841
4311,-0.0114014335
4312,-0.01048043
4313,-0.009528473
4314,-0.008781968
4315,-0.0081152385
4316,-0.0074651684
4317,-0.0069272006
4318,-0.0064347666
4319,-0.005959764
4320,-0.0055117314
4321,-0.005156029
4322,-0.0047817407
4323,-0.0043670335
4324,-0.004100458
4325,-0.0038824948
4326,-0.0036555426
4327,-0.0033874356
4328,-0.0031575689
4329,-0.0029684396
4330,-0.0028049836
4331,-0.0026738911
4332,-0.002549723
4333,-0.0024362719
4334,-0.002337819
4335,-0.0022149521
4336,-0.0013854172
4337,-0.00083698827
4338,-0.0007235173
4339,-0.0006463641
4340,-0.00058226875
4341,-0.0005040739
4342,-0.00044140837
4343,-0.00038876032
4344,-0.0003390142
4345,-0.0002962823
4346,-0.00026622697
4347,-0.00024291303
4348,-0.00021216083
4349,-0.0001907916
4350,-0.00017100779
4351,-0.00015285065
4352,-0.00013259811
4353,-0.000118280244
4354,-0.00010407329
4355,-9.333793e-05
4356,-8.2731895e-05
4357,-7.507409e-05
4358,-6.8502995e-05
4359,-6.08739e-05
4360,-5.5186127e-05
4361,-4.9863167e-05
4362,-4.468151e-05
4363,-4.047035e-05
4364,-3.1020976e-05
4365,-2.4396859e-05
4366,-2.2203774e-05
4367,-1.7851124e-05
4368,-1.4925279e-05
4369,-1.2509664e-05
4370,-1.1052105e-05
4371,-9.935723e-06
4372,-9.3796725e-06
4373,-8.976333e-06
4374,-8.8710685e-06
4375,-8.815431e-06
4376,-8.815604e-06
4377,-8.780902e-06
4378,-8.783549e-06
4379,-0.0009180398
4380,-0.0011322884
4381,-0.00039630936
4382,3.8192447e-05
4383,1.9760387e-06
4384,-7.869809e-06
4385,-8.017071e-06
4386,-8.488251e-06
4387,-8.560832e-06
4388,-8.250331e-06
4389,-8.73455e-06
4390,-8.816686e-06
4391,-8.410525e-06
4392,-8.270391e-06
4393,-8.261286e-06
4394,-8.106695e-06
4395,-8.130757e-06
4396,-8.318851e-06
4397,-8.577036e-06
4398,-8.74894e-06
4399,-8.7751505e-06
4400,-8.77237e-06
4401,-0.008762168
4402,-0.008351451
4403,0.0061809095
4404,0.0063839466
4405,0.0039649955
4406,0.0025295224
4407,0.0015982667
4408,0.00096453575
4409,0.00049280334
4410,8.493777e-05
4411,-0.00018232518
4412,-0.00029148924
4413,-0.00032734984
4414,-0.00034056476
4415,-0.00034690136
4416,-0.00035562832
4417,-0.00045691425
4418,-0.00057975476
4419,-0.0007079637
4420,-0.0008512916
4421,-0.0011801829
4422,-0.001743731
4423,-0.0028537859
4424,-0.0052501736
4425,-0.009030269
4426,-0.014284303
4427,-0.023148185
4428,-0.039076738
4429,-0.06127188
4430,-0.09567912
4431,-0.12478004
4432,-0.14802809
4433,-0.16723078
4434,-0.17731147
4435,-0.18149745
4436,-0.1829991
4437,-0.18218657
4438,-0.17912057
4439,-0.17347008
4440,-0.17083418
4441,-0.1633738
4442,-0.15632334
4443,-0.14752166
4444,-0.13509679
4445,-0.13194042
4446,-0.13959202
4447,-0.18903185
4448,-0.30243063
4449,-0.48793945
4450,-0.7557768
4451,-1.1872371
4452,-1.7905865
4453,-2.498241
4454,-3.5073195
4455,-4.5961123
4456,-6.288169
4457,-9.624733
4458,-11.293477
4459,-12.111478
4460,-12.378125
4461,-12.139544
4462,-11.636294
4463,-10.984372
4464,-10.151565
4465,-9.034048
4466,-7.5030093
4467,-5.8045244
4468,-3.9947572
4469,-2.9534183
4470,-2.5450656
4471,-2.2633898
4472,-2.0248308
4473,-1.8596336
4474,-1.7361524
4475,-1.6392163
4476,-1.5677025
4477,-1.4556609
4478,-1.3321098
4479,-1.2160565
4480,-1.1028553
4481,-0.9997119
4482,-0.91101235
4483,-0.82833034
4484,-0.7551145
4485,-0.7094717
4486,-0.6703362
4487,-0.6366026
4488,-0.6041639
4489,-0.57870084
4490,-0.55664355
4491,-0.53627723
4492,-0.52015656
4493,-0.5087988
4494,-0.49842712
4495,-0.49341324
4496,-0.49261335
4497,-0.4948269
4498,-0.9927938
4499,-1.4871156
4500,-1.4860952
4501,-1.4709232
4502,-1.454699
4503,-1.439258
4504,-1.4188875
4505,-1.3911737
4506,-1.353092
4507,-1.2946066
4508,-1.2091907
4509,-1.0944375
4510,-0.9804358
4511,-0.8927124
4512,-0.8295626
4513,-0.7913522
4514,-0.764445
4515,-0.75183624
4516,-0.8638756
4517,-0.97563744
4518,-1.0448711
4519,-0.98397624
4520,-0.95472753
4521,-0.96723294
4522,-1.031434
4523,-1.1919057
4524,-1.4378867
4525,-1.6863478
4526,-2.0183454
4527,-2.5143204
4528,-3.2561533
4529,-4.1735835
4530,-5.445131
4531,-8.853737
4532,-10.693099
4533,-11.339028
4534,-11.947916
4535,-12.210932
4536,-11.967538
4537,-11.3536825
4538,-10.53754
4539,-9.490974
4540,-7.833101
4541,-6.035142
4542,-3.8287587
4543,-1.634032
4544,-1.0750159
4545,-0.81862026
4546,-0.57441235
4547,-0.40297693
4548,-0.29076934
4549,-0.21686031
4550,-0.16783412
4551,-0.13478746
4552,-0.10852773
4553,-0.08597221
4554,-0.06474291
4555,-0.047255952
4556,-0.033932805
4557,-0.024907338
4558,-0.0189178
4559,-0.015967665
4560,-0.014514902
4561,-0.013448623
4562,-0.012728588
4563,-0.01215475
4564,-0.011119229
4565,-0.010208276
4566,-0.009265667
4567,-0.008529919
4568,-0.007873354
4569,-0.0072279233
4570,-0.006691861
4571,-0.0062110135
4572,-0.005734609
4573,-0.005321526
4574,-0.004971471
4575,-0.004616878
4576,-0.004334123
4577,-0.0040586754
4578,-0.0037247513
4579,-0.0034965985
4580,-0.003246421
4581,-0.0030335393
4582,-0.002841388
4583,-0.0026916543
4584,-0.0025553731
4585,-0.0024479688
4586,-0.0023552391
4587,-0.002182084
4588,-0.002053861
4589,-0.001280107
4590,-0.00077078823
4591,-0.0006773229
4592,-0.0005980753
4593,-0.0005235855
4594,-0.00046352236
4595,-0.00041362966
4596,-0.00037712092
4597,-0.00032716902
4598,-0.00029029045
4599,-0.000260927
4600,-0.00023820753
4601,-0.0002079594
4602,-0.00018702746
4603,-0.00016768323
4604,-0.00014993826
4605,-0.00013643429
4606,-0.000120078425
4607,-0.00010758728
4608,-9.632259e-05
4609,-8.460392e-05
4610,-7.6176184e-05
4611,-6.737797e-05
4612,-5.99374e-05
4613,-5.4294225e-05
4614,-4.9115803e-05
4615,-4.4092812e-05
4616,-3.9907307e-05
4617,-3.0639185e-05
4618,-2.413831e-05
4619,-2.1985175e-05
4620,-1.7756243e-05
4621,-1.4896483e-05
4622,-1.2544033e-05
4623,-1.1104924e-05
4624,-9.965102e-06
4625,-9.395447e-06
4626,-8.986935e-06
4627,-8.875858e-06
4628,-8.816171e-06
4629,-8.817735e-06
4630,-8.780995e-06
4631,-8.783684e-06
4632,-0.0005014439
4633,-0.00045993034
4634,3.286518e-05
4635,8.8302186e-05
4636,-3.1030562e-05
4637,-4.1793833e-06
4638,-1.0678879e-05
4639,-7.958065e-06
4640,-8.891456e-06
4641,-8.669206e-06
4642,-9.238743e-06
4643,-8.721062e-06
4644,-8.598817e-06
4645,-8.62145e-06
4646,-8.801789e-06
4647,-8.790963e-06
4648,-8.633189e-06
4649,-8.599652e-06
4650,-8.677678e-06
4651,-8.725283e-06
4652,-8.773671e-06
4653,-8.779438e-06
4654,-8.77235e-06
4655,-8.772365e-06
4656,-0.0024168703
4657,-0.0017159291
4658,0.000344084
4659,-0.002004806
4660,-0.0017425999
4661,-0.0010724793
4662,-0.0007060488
4663,-0.00062346447
4664,-0.0005623175
4665,-0.0005366377
4666,-0.00052605994
4667,-0.0005256966
4668,-0.00054147176
4669,-0.0007093231
4670,-0.000930851
4671,-0.0012414195
4672,-0.0022340806
4673,-0.0041243797
4674,-0.007405368
4675,-0.011735183
4676,-0.01909945
4677,-0.030234491
4678,-0.04863888
4679,-0.077291444
4680,-0.11074461
4681,-0.13941742
4682,-0.15841429
4683,-0.17323981
4684,-0.17975959
4685,-0.18244863
4686,-0.18318409
4687,-0.18164062
4688,-0.17662181
4689,-0.16748512
4690,-0.15838447
4691,-0.15738091
4692,-0.16386852
4693,-0.16860062
4694,-0.16973527
4695,-0.15777344
4696,-0.1428256
4697,-0.13372037
4698,-0.13039716
4699,-0.13863117
4700,-0.19152309
4701,-0.31008837
4702,-0.50271237
4703,-0.7780898
4704,-1.220598
4705,-1.8716215
4706,-2.6115303
4707,-3.5738945
4708,-4.691233
4709,-6.4343853
4710,-9.750053
4711,-11.341572
4712,-12.17521
4713,-12.353389
4714,-12.018987
4715,-11.44494
4716,-10.715867
4717,-9.788574
4718,-8.448539
4719,-6.8906875
4720,-5.221585
4721,-3.6620433
4722,-2.8964193
4723,-2.5162425
4724,-2.2261474
4725,-1.9979398
4726,-1.8403159
4727,-1.722276
4728,-1.6272193
4729,-1.5574096
4730,-1.4481609
4731,-1.320799
4732,-1.2029291
4733,-1.0927128
4734,-0.98823905
4735,-0.8978114
4736,-0.8157926
4737,-0.7636275
4738,-0.71866345
4739,-0.67985934
4740,-0.66166174
4741,-0.6277843
4742,-0.5993728
4743,-0.57265186
4744,-0.5439334
4745,-0.5284088
4746,-0.5108234
4747,-0.49940956
4748,-0.49341157
4749,-0.49267936
4750,-0.49493718
4751,-0.99275905
4752,-1.4877039
4753,-1.4875542
4754,-1.4710187
4755,-1.4540489
4756,-1.4372699
4757,-1.4158528
4758,-1.3870608
4759,-1.3476692
4760,-1.2859929
4761,-1.079861
4762,-0.9620399
4763,-0.8801611
4764,-0.82162035
4765,-0.78668153
4766,-0.7611502
4767,-0.74962765
4768,-0.841948
4769,-0.970823
4770,-1.0394636
4771,-1.0506691
4772,-0.9879258
4773,-0.9553757
4774,-0.9611236
4775,-1.0076481
4776,-1.1543922
4777,-1.4341872
4778,-1.7153114
4779,-2.089428
4780,-2.647606
4781,-3.502077
4782,-4.529078
4783,-5.9555736
4784,-7.6868033
4785,-9.613517
4786,-11.334687
4787,-11.900085
4788,-12.171
4789,-12.248846
4790,-12.202914
4791,-11.776408
4792,-11.037581
4793,-10.103856
4794,-8.890598
4795,-7.1537957
4796,-4.941399
4797,-2.4857993
4798,-1.4461226
4799,-1.0647532
4800,-0.7744706
4801,-0.54229015
4802,-0.38162827
4803,-0.27731666
4804,-0.20736545
4805,-0.16208623
4806,-0.12985885
4807,-0.10481482
4808,-0.08367245
4809,-0.06234726
4810,-0.045611225
4811,-0.03261914
4812,-0.024053685
4813,-0.018835653
4814,-0.01613695
4815,-0.014634823
4816,-0.013526172
4817,-0.012808063
4818,-0.012231761
4819,-0.011186212
4820,-0.010269405
4821,-0.009321273
4822,-0.008580306
4823,-0.007919805
4824,-0.0072699133
4825,-0.0067300997
4826,-0.006246907
4827,-0.0057659415
4828,-0.005353872
4829,-0.0050016507
4830,-0.004645665
4831,-0.0043611554
4832,-0.0040685493
4833,-0.0037298596
4834,-0.0035276602
4835,-0.0032741558
4836,-0.0030559069
4837,-0.0028616972
4838,-0.002710164
4839,-0.0025716098
4840,-0.0024626406
4841,-0.0023678248
4842,-0.002266995
4843,-0.0020032644
4844,-0.0017781424
4845,-0.0012087167
4846,-0.00081037777
4847,-0.00070037047
4848,-0.00062501506
4849,-0.0005582802
4850,-0.00051439746
4851,-0.0004567923
4852,-0.00040899974
4853,-0.00036950014
4854,-0.00034498656
4855,-0.0002965458
4856,-0.00026616314
4857,-0.00023257961
4858,-0.0002031135
4859,-0.0001793414
4860,-0.00015707038
4861,-0.0001426847
4862,-0.0001239973
4863,-0.000111725865
4864,-0.0001014071
4865,-9.1137146e-05
4866,-8.0522754e-05
4867,-7.3015515e-05
4868,-6.6119355e-05
4869,-5.898613e-05
4870,-4.4659788e-05
4871,-3.4434328e-05
4872,-3.1306725e-05
4873,-2.8358261e-05
4874,-2.585392e-05
4875,-2.3082323e-05
4876,-2.0785892e-05
4877,-1.676544e-05
4878,-1.409849e-05
4879,-1.1974595e-05
4880,-1.0707401e-05
4881,-9.735554e-06
4882,-9.267721e-06
4883,-8.937516e-06
4884,-8.8570505e-06
4885,-8.798787e-06
4886,-8.79125e-06
4887,-8.779752e-06
4888,-8.783691e-06
4889,-0.0005014804
4890,-0.00045996372
4891,3.287622e-05
4892,8.8314286e-05
4893,-3.103146e-05
4894,-4.1802355e-06
4895,-1.0679587e-05
4896,-7.958115e-06
4897,-8.890939e-06
4898,-8.668977e-06
4899,-9.237676e-06
4900,-8.719161e-06
4901,-8.586549e-06
4902,-8.59633e-06
4903,-8.792802e-06
4904,-8.830522e-06
4905,-8.721527e-06
4906,-8.666846e-06
4907,-8.652969e-06
4908,-8.742483e-06
4909,-8.791393e-06
4910,-8.781554e-06
4911,-8.76932e-06
4912,-8.772366e-06
4913,-0.0024348474
4914,-0.0017282288
4915,0.00035459004
4916,-0.0020169623
4917,-0.0017649239
4918,-0.0010894064
4919,-0.00071602716
4920,-0.0006278623
4921,-0.0005639039
4922,-0.0005363001
4923,-0.00052463234
4924,-0.00052383315
4925,-0.0005393309
4926,-0.0007036566
4927,-0.0009194171
4928,-0.0012187575
4929,-0.0021889075
4930,-0.0040415637
4931,-0.0072669443
4932,-0.011561255
4933,-0.018765908
4934,-0.029754587
4935,-0.048009112
4936,-0.076080695
4937,-0.10974895
4938,-0.13876668
4939,-0.1578354
4940,-0.17311093
4941,-0.1797239
4942,-0.18243565
4943,-0.18318473
4944,-0.1816543
4945,-0.17635281
4946,-0.17148645
4947,-0.16824263
4948,-0.1695204
4949,-0.16860925
4950,-0.15749867
4951,-0.14392734
4952,-0.1299695
4953,-0.12892097
4954,-0.1536007
4955,-0.2643877
4956,-0.44517925
4957,-0.7223023
4958,-1.1982025
4959,-1.8506771
4960,-2.5875742
4961,-3.5297883
4962,-4.634547
4963,-6.357141
4964,-9.6705265
4965,-11.271058
4966,-12.1516695
4967,-12.359492
4968,-12.036171
4969,-11.4612665
4970,-10.731487
4971,-9.810887
4972,-8.484652
4973,-6.9259744
4974,-5.2667427
4975,-3.6973186
4976,-2.9119215
4977,-2.5263307
4978,-2.2347944
4979,-2.0038657
4980,-1.8449332
4981,-1.7258599
4982,-1.6304728
4983,-1.5602806
4984,-1.450423
4985,-1.3235725
4986,-1.2058954
4987,-1.0991755
4988,-0.99168456
4989,-0.9017091
4990,-0.8193873
4991,-0.7678504
4992,-0.7239981
4993,-0.683238
4994,-0.64225966
4995,-0.60934556
4996,-0.5829324
4997,-0.559174
4998,-0.5412843
4999,-0.5203063
5000,-0.5061221
5001,-0.49666843
5002,-0.49246657
5003,-0.49960563
5004,-0.5091113
5005,-0.5094386
5006,-1.0002064
5007,-1.4870715
5008,-1.4860506
5009,-1.4708849
5010,-1.454665
5011,-1.4392252
5012,-1.4188735
5013,-1.3911828
5014,-1.3531675
5015,-1.2952149
5016,-1.2100629
5017,-1.0958825
5018,-0.98208207
5019,-0.893909
5020,-0.8303562
5021,-0.7918062
5022,-0.76475424
5023,-0.75203246
5024,-0.8641822
5025,-0.976067
5026,-1.0453748
5027,-0.98447216
5028,-0.9549443
5029,-0.9668312
5030,-1.0287126
5031,-1.1862687
5032,-1.4403417
5033,-1.697688
5034,-2.0420883
5035,-2.5565934
5036,-3.3264892
5037,-4.2757483
5038,-5.5879865
5039,-9.059451
5040,-10.841606
5041,-11.472583
5042,-11.952354
5043,-12.216877
5044,-12.120454
5045,-11.56727
5046,-10.7684
5047,-9.770354
5048,-8.418007
5049,-6.639737
5050,-4.354647
5051,-2.086361
5052,-1.3086222
5053,-0.9808853
5054,-0.70221275
5055,-0.49045613
5056,-0.3484365
5057,-0.2552428
5058,-0.19266313
5059,-0.15350246
5060,-0.11897788
5061,-0.09517035
5062,-0.07301645
5063,-0.054293457
5064,-0.038923725
5065,-0.028306164
5066,-0.021069605
5067,-0.017002111
5068,-0.015113189
5069,-0.013840872
5070,-0.012905702
5071,-0.012243618
5072,-0.011185104
5073,-0.010272605
5074,-0.009323377
5075,-0.008572585
5076,-0.007910318
5077,-0.0072682626
5078,-0.006737393
5079,-0.0062603885
5080,-0.005794537
5081,-0.005351965
5082,-0.0050012167
5083,-0.004633295
5084,-0.0043511293
5085,-0.0039629824
5086,-0.0037496048
5087,-0.0035247044
5088,-0.003269092
5089,-0.0030425962
5090,-0.0028530154
5091,-0.0027055205
5092,-0.0025788355
5093,-0.0024672835
5094,-0.0023654858
5095,-0.0022717875
5096,-0.0021522685
5097,-0.0013115227
5098,-0.0007675513
5099,-0.0006735367
5100,-0.0005909635
5101,-0.0005134187
5102,-0.00045588508
5103,-0.00040818076
5104,-0.00036899972
5105,-0.00034472716
5106,-0.00029637592
5107,-0.00026593808
5108,-0.0002326931
5109,-0.0002030408
5110,-0.00017900282
5111,-0.00015686623
5112,-0.00014238941
5113,-0.00012374425
5114,-0.00011149983
5115,-0.0001012478
5116,-9.0987014e-05
5117,-8.035697e-05
5118,-7.286983e-05
5119,-6.601855e-05
5120,-5.8837133e-05
5121,-4.4552155e-05
5122,-3.435689e-05
5123,-3.1237436e-05
5124,-2.8297622e-05
5125,-2.5799325e-05
5126,-2.30311e-05
5127,-2.07408e-05
5128,-1.6854072e-05
5129,-1.4236249e-05
5130,-1.2068041e-05
5131,-1.0769019e-05
5132,-1.0511978e-05
5133,-9.606855e-06
5134,-9.190988e-06
5135,-8.908965e-06
5136,-8.84682e-06
5137,-8.767334e-06
5138,-8.785077e-06
5139,-0.0010147896
5140,-0.0023259753
5141,-0.002117396
5142,-0.0011876827
5143,-0.00077268
5144,-0.00050447026
5145,-0.00023312717
5146,-6.570933e-05
5147,-1.6594138e-05
5148,-8.602369e-06
5149,-8.2057695e-06
5150,-8.480768e-06
5151,-8.650399e-06
5152,-8.741805e-06
5153,-8.702217e-06
5154,-8.750281e-06
5155,-8.788906e-06
5156,-8.784948e-06
5157,-8.772339e-06
5158,-0.0015834831
5159,-0.0011173306
5160,-0.0003980701
5161,-0.0015075338
5162,-0.0006187957
5163,-0.00042709665
5164,-0.0004551409
5165,-0.0006086066
5166,-0.00071586727
5167,-0.0007838366
5168,-0.0008270228
5169,-0.0008469582
5170,-0.00093134947
5171,-0.0010200243
5172,-0.0011538411
5173,-0.0015121432
5174,-0.0027223278
5175,-0.005039429
5176,-0.009002905
5177,-0.013994311
5178,-0.02336878
5179,-0.036870543
5180,-0.057717662
5181,-0.09059977
5182,-0.123309605
5183,-0.14711496
5184,-0.16550785
5185,-0.1763269
5186,-0.18105254
5187,-0.1828434
5188,-0.18304999
5189,-0.18098645
5190,-0.17553695
5191,-0.17292334
5192,-0.1644266
5193,-0.15615968
5194,-0.14706649
5195,-0.13955604
5196,-0.13745315
5197,-0.14657848
5198,-0.19986671
5199,-0.32626712
5200,-0.5204211
5201,-0.79021156
5202,-1.1472173
5203,-1.6724232
5204,-2.4798703
5205,-3.474599
5206,-4.5949106
5207,-6.17025
5208,-9.336595
5209,-11.075821
5210,-11.942939
5211,-12.375176
5212,-12.321163
5213,-11.99344
5214,-11.500615
5215,-10.847249
5216,-9.996019
5217,-8.769654
5218,-7.22651
5219,-5.6999445
5220,-4.068056
5221,-3.0526633
5222,-2.6116076
5223,-2.3084002
5224,-2.0492816
5225,-1.877845
5226,-1.7484591
5227,-1.6502296
5228,-1.57512
5229,-1.4594946
5230,-1.3383242
5231,-1.227317
5232,-1.1094036
5233,-1.0077269
5234,-0.9179717
5235,-0.8578078
5236,-0.80487233
5237,-0.75651807
5238,-0.7113094
5239,-0.6714671
5240,-0.63805246
5241,-0.60580283
5242,-0.58044165
5243,-0.5570489
5244,-0.53794503
5245,-0.52275956
5246,-0.5105476
5247,-0.5021209
5248,-0.4951275
5249,-0.4915655
5250,-0.49247286
5251,-0.5483118
5252,-1.0198023
5253,-1.4871783
5254,-1.4861575
5255,-1.4709834
5256,-1.454759
5257,-1.439317
5258,-1.418965
5259,-1.3912802
5260,-1.353259
5261,-1.2950886
5262,-1.209855
5263,-1.0954454
5264,-0.98154604
5265,-0.8935263
5266,-0.830117
5267,-0.79168767
5268,-0.76468664
5269,-0.752005
5270,-0.86411256
5271,-0.9759511
5272,-1.0452307
5273,-0.98431945
5274,-0.95490783
5275,-0.9670243
5276,-1.0294981
5277,-1.1877407
5278,-1.4389831
5279,-1.6931841
5280,-2.0329676
5281,-2.5405405
5282,-3.300067
5283,-4.237441
5284,-5.534617
5285,-8.983082
5286,-10.7863
5287,-11.423117
5288,-11.914307
5289,-12.201779
5290,-12.142235
5291,-11.623264
5292,-10.837322
5293,-9.850557
5294,-8.546112
5295,-6.7793093
5296,-4.3108644
5297,-2.137696
5298,-1.34056
5299,-1.0029373
5300,-0.7191836
5301,-0.5023515
5302,-0.35631356
5303,-0.26056156
5304,-0.19618763
5305,-0.15553044
5306,-0.123460725
5307,-0.09880011
5308,-0.07708025
5309,-0.057095252
5310,-0.041312236
5311,-0.029758409
5312,-0.02212381
5313,-0.017463319
5314,-0.015178672
5315,-0.013893781
5316,-0.012965536
5317,-0.012303886
5318,-0.011232924
5319,-0.010318835
5320,-0.0093181655
5321,-0.0084777875
5322,-0.007827901
5323,-0.0071728732
5324,-0.006602676
5325,-0.0061368006
5326,-0.0056999414
5327,-0.005267954
5328,-0.0047560576
5329,-0.00442643
5330,-0.0041541425
5331,-0.0038987822
5332,-0.0035769145
5333,-0.0033080427
5334,-0.0030961568
5335,-0.0029137563
5336,-0.0027517236
5337,-0.0026182497
5338,-0.0025068074
5339,-0.0023963149
5340,-0.0022252789
5341,-0.0021054507
5342,-0.0012984462
5343,-0.00077115325
5344,-0.00067770807
5345,-0.00059827644
5346,-0.00052355824
5347,-0.00046354925
5348,-0.00041377166
5349,-0.00037709938
5350,-0.00032693063
5351,-0.00029043376
5352,-0.00026105286
5353,-0.00023827553
5354,-0.00020796063
5355,-0.00018702527
5356,-0.00016761525
5357,-0.00014979142
5358,-0.00013628113
5359,-0.000119960365
5360,-0.0001073813
5361,-9.609034e-05
5362,-8.445848e-05
5363,-7.6032324e-05
5364,-6.713902e-05
5365,-5.965647e-05
5366,-4.4689154e-05
5367,-3.4146407e-05
5368,-3.0968713e-05
5369,-2.8145732e-05
5370,-2.5612128e-05
5371,-2.2784458e-05
5372,-2.0763113e-05
5373,-1.6869384e-05
5374,-1.4246824e-05
5375,-1.2077272e-05
5376,-1.0776227e-05
5377,-9.76099e-06
5378,-9.276881e-06
5379,-8.938067e-06
5380,-8.856735e-06
5381,-8.822333e-06
5382,-8.781203e-06
5383,-8.783676e-06
5384,-0.0005014775
5385,-0.00045996113
5386,3.287514e-05
5387,8.831325e-05
5388,-3.1031246e-05
5389,-4.1797816e-06
5390,-1.06793495e-05
5391,-7.9583215e-06
5392,-8.891171e-06
5393,-8.668966e-06
5394,-9.241469e-06
5395,-8.726972e-06
5396,-7.708519e-06
5397,-7.5945936e-06
5398,-7.5473936e-06
5399,-7.694846e-06
5400,-8.166458e-06
5401,-8.487683e-06
