time	I(Vs)
8.511281755909728e-09	-8.490384e-07
8.579518483294805e-09	3.347528e-05
8.611673340820332e-09	7.026276e-05
8.623869374391408e-09	7.865478e-05
8.629214663110436e-09	7.865478e-05
8.639905240548492e-09	2.634009e-04
8.643342183959572e-09	4.421558e-04
8.646935188081880e-09	-2.057679e-04
8.647883112275446e-09	-4.096265e-04
8.649421017278445e-09	4.596304e-05
8.651179633155067e-09	1.063806e-03
8.652877451148034e-09	2.011414e-03
8.654723060560945e-09	2.048300e-03
8.656697926117405e-09	1.050085e-03
8.658631708163573e-09	5.669360e-04
8.679974994026205e-09	5.669360e-04
8.683491497520849e-09	3.417009e-04
8.687598327522788e-09	-1.347875e-04
8.692886488355410e-09	-4.096265e-04
8.698027315003250e-09	-4.096265e-04
8.703239918247258e-09	-2.848247e-04
8.708224351930112e-09	-4.627199e-05
8.713447646464638e-09	-4.365390e-05
8.718650582772340e-09	-1.654859e-04
8.729661330695573e-09	7.865477e-05
8.766138744341649e-09	7.865477e-05
8.777776121791144e-09	2.502861e-05
8.792629142731056e-09	-6.967587e-05
8.812298025220574e-09	-1.044507e-04
8.908803788562148e-09	-1.044507e-04
8.999999999979077e-09	-4.341554e-05
9.004679123495677e-09	-1.247958e-04
9.014037370528877e-09	-1.451408e-04
9.032753864595278e-09	-8.410565e-05
9.070186852700975e-09	-3.832928e-05
9.145052828912368e-09	-2.307050e-05
9.294784781362260e-09	-1.289797e-05
9.594248686262043e-09	-1.289798e-05
1.019317649603451e-08	-1.258010e-05
1.139103211557943e-08	-1.159078e-05
1.342430500322987e-08	-2.773185e-03
1.393740532682516e-08	-2.226671e-03
1.417810186363721e-08	-6.340359e-04
1.425727997797889e-08	-2.938415e-03
1.427155082829525e-08	-2.362096e-03
1.427661378532044e-08	-1.710488e-03
1.428161670115379e-08	-1.549065e-03
1.428730982797771e-08	-1.660909e-03
1.429444660864610e-08	-1.516177e-03
1.430185315440041e-08	-1.389501e-03
1.431081551032292e-08	-1.394724e-03
1.431919934797373e-08	-1.403891e-03
1.432883337633070e-08	-1.476342e-03
1.433860744433314e-08	-1.550599e-03
1.436312760988065e-08	-1.461450e-03
1.437914295821636e-08	-1.483465e-03
1.442396901449468e-08	-1.608249e-03
1.445856072390152e-08	-1.659733e-03
1.451369732524081e-08	-1.757708e-03
1.460822877236406e-08	-1.933970e-03
1.479729166663766e-08	-2.332486e-03
1.517541745515777e-08	-3.574030e-03
1.561472383018086e-08	-6.172828e-03
1.596611623068248e-08	-1.029341e-02
1.621636289855267e-08	-1.609346e-02
1.643363035407140e-08	-2.553536e-02
1.661795532464146e-08	-4.010303e-02
1.680528578256357e-08	-6.543286e-02
1.700238721940640e-08	-1.055314e-01
1.722708065917756e-08	-1.612189e-01
1.741620524271163e-08	-2.056965e-01
1.762489135846289e-08	-2.423928e-01
1.789603641032212e-08	-2.717334e-01
1.811267792624664e-08	-2.830131e-01
1.832148138921057e-08	-2.854973e-01
1.853056586081643e-08	-2.828009e-01
1.875744773318245e-08	-2.759707e-01
1.896794032799944e-08	-2.671213e-01
1.918426405708436e-08	-2.562959e-01
1.940407432223456e-08	-2.442472e-01
1.963234643311083e-08	-2.311874e-01
1.986841871256563e-08	-2.175733e-01
2.011504279719116e-08	-2.036160e-01
2.037290114140591e-08	-1.896111e-01
2.064405821354358e-08	-1.757152e-01
2.092962377305105e-08	-1.620815e-01
2.123177595794224e-08	-1.487753e-01
2.155207197670800e-08	-1.358291e-01
2.189316000749319e-08	-1.232076e-01
2.232490588796815e-08	-1.084254e-01
2.249726864140557e-08	-1.029074e-01
2.260578198766340e-08	-9.526174e-02
2.263918725392815e-08	-9.207280e-02
2.266407903969074e-08	-9.206139e-02
2.268148050583660e-08	-9.161229e-02
2.270004998726548e-08	-9.029774e-02
2.273718895012323e-08	-8.938652e-02
2.279875295762299e-08	-8.722259e-02
2.292188097262251e-08	-8.355308e-02
2.314226953505690e-08	-7.767769e-02
2.337050541837467e-08	-7.229859e-02
2.361160516989335e-08	-6.720221e-02
2.386357792678894e-08	-6.233345e-02
2.412023836892885e-08	-5.776406e-02
2.438698958084125e-08	-5.337917e-02
2.465925375108894e-08	-4.923842e-02
2.494231721747280e-08	-4.527305e-02
2.523272376930624e-08	-4.157124e-02
2.553640900398047e-08	-3.821192e-02
2.585127899921058e-08	-3.577159e-02
2.618604760259253e-08	-3.633546e-02
2.654321168399755e-08	-4.921482e-02
2.694288816064514e-08	-1.233762e-01
2.741284529364160e-08	-4.544604e-01
2.783984884958219e-08	-1.202525e+00
2.806816540201393e-08	-1.956700e+00
2.826250597928195e-08	-2.912706e+00
2.846626508357054e-08	-4.192993e+00
2.872519112314233e-08	-6.051483e+00
2.897853237704201e-08	-7.942219e+00
2.922111632010097e-08	-9.776681e+00
2.947921656762842e-08	-1.165538e+01
2.974152978947207e-08	-1.309505e+01
2.991232344226580e-08	-1.308508e+01
3.001584431979137e-08	-1.178648e+01
3.007783168709754e-08	-9.885466e+00
3.012027081756804e-08	-7.980921e+00
3.016457836014759e-08	-5.870605e+00
3.021381559029893e-08	-3.826606e+00
3.022831484707461e-08	-3.406746e+00
3.024415674743016e-08	-3.124820e+00
3.026514581804625e-08	-2.862257e+00
3.028798338929007e-08	-2.669250e+00
3.031219806789217e-08	-2.533952e+00
3.033941370632646e-08	-2.428737e+00
3.037201338590119e-08	-2.334471e+00
3.041356430829906e-08	-2.236925e+00
3.046873498367317e-08	-2.126152e+00
3.054903099101091e-08	-1.988060e+00
3.067284921334183e-08	-1.816639e+00
3.088207242653209e-08	-1.604119e+00
3.110755990865248e-08	-1.453022e+00
3.135044159731783e-08	-1.356982e+00
3.160750985671101e-08	-1.301013e+00
3.192569140292572e-08	-1.266019e+00
3.229601890490674e-08	-1.247603e+00
3.278144416885682e-08	-1.238521e+00
3.337611550433299e-08	-1.235075e+00
3.421098610599375e-08	-1.233914e+00
3.523764861902722e-08	-1.233534e+00
3.682872715994601e-08	-1.233287e+00
3.830440269326661e-08	-1.233153e+00
3.968833222755142e-08	-1.233079e+00
4.114694649039836e-08	-1.233032e+00
4.258622367947365e-08	-1.233005e+00
4.405762173110509e-08	-1.232990e+00
4.549673842361860e-08	-1.232984e+00
4.695751064197470e-08	-1.232984e+00
4.839939860240387e-08	-1.232988e+00
4.985839591371572e-08	-1.232996e+00
5.130359839858106e-08	-1.233005e+00
5.276053011095318e-08	-1.233016e+00
5.420767400880484e-08	-1.233029e+00
5.566343874691777e-08	-1.233042e+00
5.711253900592215e-08	-1.233056e+00
5.856814575981367e-08	-1.233072e+00
6.001953422189233e-08	-1.233088e+00
6.147636085244122e-08	-1.233104e+00
6.293136020759857e-08	-1.233121e+00
6.439198260805245e-08	-1.233137e+00
6.585384642362590e-08	-1.233155e+00
6.732348425045180e-08	-1.233172e+00
6.879948785161330e-08	-1.233189e+00
7.028910671598855e-08	-1.233207e+00
7.179497155403278e-08	-1.233226e+00
7.332763866504314e-08	-1.233245e+00
7.492252881063964e-08	-1.233264e+00
7.683884286198385e-08	-1.233286e+00
7.900119367414420e-08	-1.233312e+00
8.123661488960250e-08	-1.233340e+00
8.338319439557258e-08	-1.233367e+00
8.552792840545598e-08	-1.233394e+00
8.765594122284778e-08	-1.233420e+00
8.981165671058389e-08	-1.233447e+00
9.195518674076164e-08	-1.233474e+00
9.411290772723792e-08	-1.233501e+00
9.626215377104273e-08	-1.233528e+00
9.842602313611887e-08	-1.233555e+00
1.005897695254552e-07	-1.233582e+00
1.027715620169746e-07	-1.233609e+00
1.049639805490417e-07	-1.233637e+00
1.071853329154141e-07	-1.233665e+00
1.094374613185077e-07	-1.233693e+00
1.117441465977621e-07	-1.233722e+00
1.141210418929861e-07	-1.233751e+00
1.168529965034381e-07	-1.233785e+00
1.200043839095415e-07	-1.233825e+00
1.237600703550828e-07	-1.233872e+00
1.282264962177869e-07	-1.233928e+00
1.338108998772552e-07	-1.233998e+00
1.409871168255982e-07	-1.234088e+00
1.509380782650002e-07	-1.234213e+00
1.658250352637089e-07	-1.234399e+00
1.919600808847192e-07	-1.234726e+00
2.442301721267668e-07	-1.235381e+00
3.487703546108350e-07	-1.236689e+00
5.578507195789985e-07	-1.239304e+00
9.760114495152984e-07	-1.244526e+00
1.812332909387925e-06	-1.254942e+00
3.484975829133152e-06	-1.275676e+00
5.484975829133146e-06	-1.300314e+00
7.484975829133141e-06	-1.324802e+00
8.008999999999984e-06	-1.331182e+00
9.057048341733670e-06	-1.343894e+00
9.058048341733659e-06	-1.343907e+00
9.060048341733636e-06	-1.343931e+00
9.064048341733591e-06	-1.343980e+00
9.072048341733500e-06	-1.344077e+00
9.088048341733318e-06	-1.344270e+00
9.120048341732954e-06	-1.344657e+00
9.184048341732227e-06	-1.345431e+00
9.312048341730773e-06	-1.346977e+00
9.568048341727865e-06	-1.350069e+00
9.569048341727854e-06	-1.350081e+00
9.571048341727831e-06	-1.350106e+00
9.575048341727786e-06	-1.350154e+00
9.583048341727695e-06	-1.350251e+00
9.599048341727513e-06	-1.350444e+00
9.631048341727150e-06	-1.350830e+00
9.695048341726422e-06	-1.351602e+00
9.823048341724968e-06	-1.353145e+00
9.824048341724957e-06	-1.353157e+00
9.826048341724934e-06	-1.353182e+00
9.830048341724889e-06	-1.353230e+00
9.838048341724798e-06	-1.353327e+00
9.854048341724616e-06	-1.353519e+00
9.886048341724253e-06	-1.353905e+00
9.950048341723526e-06	-1.354676e+00
9.951048341723514e-06	-1.354688e+00
9.953048341723492e-06	-1.354712e+00
9.957048341723446e-06	-1.354761e+00
9.965048341723355e-06	-1.354857e+00
9.981048341723174e-06	-1.355050e+00
9.982048341723162e-06	-1.355062e+00
9.984048341723140e-06	-1.355086e+00
9.996048341723003e-06	-1.355230e+00
9.999048341722969e-06	-1.355267e+00
1.000304834172292e-05	-1.355314e+00
1.000404834172291e-05	-1.355326e+00
1.000604834172289e-05	-1.355351e+00
1.000704834172288e-05	-1.355362e+00
1.000804834172287e-05	-1.355374e+00
1.000899999999998e-05	-1.355468e+00
1.000902199999997e-05	-1.355438e+00
1.000906599999999e-05	-1.355421e+00
1.000910003477764e-05	-1.355421e+00
1.000914600081659e-05	-1.355416e+00
1.000923129180963e-05	-1.355393e+00
1.000932376751741e-05	-1.355375e+00
1.000949289957530e-05	-1.355397e+00
1.000953632676119e-05	-1.355406e+00
1.000962318113295e-05	-1.355462e+00
1.000964333632470e-05	-1.355444e+00
1.000965513480608e-05	-1.355351e+00
1.000966200429232e-05	-1.355306e+00
1.000966912506504e-05	-1.355157e+00
1.000967366174030e-05	-1.355062e+00
1.000967890567693e-05	-1.355143e+00
1.000968939355020e-05	-1.355326e+00
1.000971036929676e-05	-1.355388e+00
1.000983622377605e-05	-1.355410e+00
1.000999999999997e-05	-1.355401e+00
1.001000036030767e-05	-1.356317e+00
1.001000108092311e-05	-1.356449e+00
1.001001116953900e-05	-1.355188e+00
1.001700000000000e-05	-1.355482e+00
1.001700228514462e-05	-1.355423e+00
1.001700685543386e-05	-1.355394e+00
1.001799999999998e-05	-1.355498e+00
1.001800893808103e-05	-1.355437e+00
1.001802681424311e-05	-1.355427e+00
1.002027921066719e-05	-1.355523e+00
1.002232719690669e-05	-1.356272e+00
1.002283795554097e-05	-1.355520e+00
1.002307549693987e-05	-1.354631e+00
1.002318487460470e-05	-1.355211e+00
1.002321068985620e-05	-1.354468e+00
1.002321305070824e-05	-1.354194e+00
1.002321539197998e-05	-1.354011e+00
1.002321860322258e-05	-1.354115e+00
1.002322502570779e-05	-1.354566e+00
1.002323212475557e-05	-1.354907e+00
1.002324243085559e-05	-1.354875e+00
1.002325239414311e-05	-1.354708e+00
1.002328253766100e-05	-1.354773e+00
1.002334946253430e-05	-1.354729e+00
1.002341638740760e-05	-1.354688e+00
1.002348331228090e-05	-1.354651e+00
1.002355023715420e-05	-1.354616e+00
1.002361716202750e-05	-1.354585e+00
1.002368408690080e-05	-1.354558e+00
1.002375101177410e-05	-1.354533e+00
1.002421652886038e-05	-1.354321e+00
1.002514756303296e-05	-1.353677e+00
1.002615183193101e-05	-1.352338e+00
1.002700749535602e-05	-1.349808e+00
1.002767179810699e-05	-1.345731e+00
1.002795777938804e-05	-1.342620e+00
1.002805849620387e-05	-1.341087e+00
1.002814496183543e-05	-1.339528e+00
1.002820097787091e-05	-1.338370e+00
1.002826148761466e-05	-1.336926e+00
1.002838250710220e-05	-1.333392e+00
1.002862454607727e-05	-1.323374e+00
1.002892940151309e-05	-1.302677e+00
1.002924139073346e-05	-1.266009e+00
1.002956407317963e-05	-1.204193e+00
1.002990248890600e-05	-1.112692e+00
1.003028153675906e-05	-9.943982e-01
1.003063824126868e-05	-8.925161e-01
1.003102163267777e-05	-8.132406e-01
1.003152586232929e-05	-7.512626e-01
1.003213338853092e-05	-7.115837e-01
1.003269327789716e-05	-6.923593e-01
1.003321739142794e-05	-6.818466e-01
1.003377803945481e-05	-6.740978e-01
1.003430481273654e-05	-6.685071e-01
1.003484620688209e-05	-6.638064e-01
1.003539635494071e-05	-6.597278e-01
1.003596756648061e-05	-6.560100e-01
1.003655843601645e-05	-7.251340e-01
1.003672358859044e-05	-8.037233e-01
1.003681811188913e-05	-8.350032e-01
1.003689393361910e-05	-8.308334e-01
1.003697456039703e-05	-8.266298e-01
1.003707683353851e-05	-8.218729e-01
1.003717222103261e-05	-8.176427e-01
1.003727678001586e-05	-8.133545e-01
1.003738089751127e-05	-8.092948e-01
1.003749034057507e-05	-8.053179e-01
1.003760148026976e-05	-8.014659e-01
1.003771797672192e-05	-7.976838e-01
1.003783756668212e-05	-7.941119e-01
1.003796424427992e-05	-7.911919e-01
1.003809714431240e-05	-7.909663e-01
1.003824291881758e-05	-8.029568e-01
1.003840619711658e-05	-8.829814e-01
1.003861058824701e-05	-1.311054e+00
1.003881374117422e-05	-2.495030e+00
1.003896493888747e-05	-4.201825e+00
1.003911411448432e-05	-6.457600e+00
1.003929644057653e-05	-9.130704e+00
1.003937019974354e-05	-9.811673e+00
1.003941649662754e-05	-9.886361e+00
1.003943076287111e-05	-9.800200e+00
1.003944275389715e-05	-9.661037e+00
1.003945070402661e-05	-9.534041e+00
1.003945924784181e-05	-9.345778e+00
1.003947633547222e-05	-8.819839e+00
1.003951051073307e-05	-7.380494e+00
1.003954865344198e-05	-5.358666e+00
1.003958185027628e-05	-3.428315e+00
1.003961987381974e-05	-1.404108e+00
1.003963217784725e-05	-9.289225e-01
1.003964071214888e-05	-7.140790e-01
1.003965158179244e-05	-5.092289e-01
1.003966251596599e-05	-3.553527e-01
1.003967189554006e-05	-2.586071e-01
1.003968021074536e-05	-1.948974e-01
1.003968713700207e-05	-1.546448e-01
1.003969523427902e-05	-1.187116e-01
1.003970291564950e-05	-9.282418e-02
1.003971207376341e-05	-7.031269e-02
1.003972349750091e-05	-5.063956e-02
1.003973747102326e-05	-3.510311e-02
1.003975416512091e-05	-2.411369e-02
1.003977438064396e-05	-1.687290e-02
1.003979946995849e-05	-1.250597e-02
1.003983194474843e-05	-1.001510e-02
1.003987649639788e-05	-8.395331e-03
1.003994301152964e-05	-6.939212e-03
1.004005129247160e-05	-5.355900e-03
1.004021882087064e-05	-3.822186e-03
1.004042696867665e-05	-2.766561e-03
1.004067747721875e-05	-2.126749e-03
1.004100231623891e-05	-1.733984e-03
1.004136037127017e-05	-1.532620e-03
1.004172607508010e-05	-1.436058e-03
1.004209963267471e-05	-1.383837e-03
1.004248489037718e-05	-1.343156e-03
1.004287975233219e-05	-1.307311e-03
1.004327980221292e-05	-1.274612e-03
1.004368118097878e-05	-1.243091e-03
1.004408096687319e-05	-1.211817e-03
1.004447587708165e-05	-1.176307e-03
1.004486168537606e-05	-1.137253e-03
1.004523227985684e-05	-1.101282e-03
1.004553852004491e-05	-1.076999e-03
1.004579869185043e-05	-1.056450e-03
1.004606604944181e-05	-1.028373e-03
1.004633185930687e-05	-1.002281e-03
1.004669664909577e-05	-9.718980e-04
1.004712405335082e-05	-9.311109e-04
1.004766286000187e-05	-8.801473e-04
1.004827037750738e-05	-8.303545e-04
1.004902287682686e-05	-7.740016e-04
1.004990448289861e-05	-7.113996e-04
1.005104223034928e-05	-6.362319e-04
1.005248407976114e-05	-5.527866e-04
1.005454982419589e-05	-4.538872e-04
1.005769209113159e-05	-3.370442e-04
1.006200798783592e-05	-2.217556e-04
1.006591951136808e-05	-1.511852e-04
1.006987967940243e-05	-1.045003e-04
1.007355864461983e-05	-7.502786e-05
1.007745934319195e-05	-5.369782e-05
1.008122435342576e-05	-3.986860e-05
1.008512512614107e-05	-3.018300e-05
1.008890577845940e-05	-2.381376e-05
1.009278048293009e-05	-1.939577e-05
1.009657456079238e-05	-1.645824e-05
1.010043783129222e-05	-1.443111e-05
1.010424333641071e-05	-1.307503e-05
1.010809744050450e-05	-1.214367e-05
1.011191030710382e-05	-1.152295e-05
1.011625668597416e-05	-1.105754e-05
1.012117876096510e-05	-1.072342e-05
1.012698757874193e-05	-1.049050e-05
1.013370865110465e-05	-1.034359e-05
1.014190910063084e-05	-1.031027e-05
1.015199396296206e-05	-1.038220e-05
1.016526655212729e-05	-1.042944e-05
1.018345901404914e-05	-1.039747e-05
1.021139629896135e-05	-1.034624e-05
1.035857150490446e-05	-1.035864e-05
1.055480511282859e-05	-1.034082e-05
1.094727232867684e-05	-1.030166e-05
1.173220676037336e-05	-1.026363e-05
1.324750627677577e-05	-1.023018e-05
1.471823457491477e-05	-1.021804e-05
1.671823457491476e-05	-1.021534e-05
1.800000000000000e-05	-1.155783e-05
1.800099999999999e-05	-1.168582e-05
1.800300000000000e-05	-1.146382e-05
1.800700000000001e-05	-1.043208e-05
1.801500000000000e-05	-1.031216e-05
1.803100000000000e-05	-1.035225e-05
1.806299999999999e-05	-1.026265e-05
1.812700000000000e-05	-1.023789e-05
1.825500000000001e-05	-1.022788e-05
1.851100000000000e-05	-1.022412e-05
1.902300000000001e-05	-1.155882e-05
1.902400000000000e-05	-1.168745e-05
1.902600000000000e-05	-1.146358e-05
1.903000000000001e-05	-1.043185e-05
1.903800000000000e-05	-1.031193e-05
1.905400000000001e-05	-1.035202e-05
1.908600000000000e-05	-1.026243e-05
1.915000000000000e-05	-1.023767e-05
1.927800000000001e-05	-1.022767e-05
1.953400000000001e-05	-1.154491e-05
1.953500000000000e-05	-1.168109e-05
1.953700000000000e-05	-1.146537e-05
1.954100000000001e-05	-1.043081e-05
1.954900000000000e-05	-1.031230e-05
1.956500000000001e-05	-1.035168e-05
1.959700000000000e-05	-1.026245e-05
1.966100000000000e-05	-1.023751e-05
1.978900000000001e-05	-1.155454e-05
1.979000000000000e-05	-1.169097e-05
1.979200000000000e-05	-1.146532e-05
1.979600000000001e-05	-1.043076e-05
1.980400000000000e-05	-1.031226e-05
1.982000000000001e-05	-1.035163e-05
1.985200000000000e-05	-1.026240e-05
1.991600000000000e-05	-1.153731e-05
1.991699999999999e-05	-1.168480e-05
1.991900000000000e-05	-1.146341e-05
1.992300000000001e-05	-1.043168e-05
1.993100000000000e-05	-1.031176e-05
1.994700000000000e-05	-1.033997e-05
1.996800000000001e-05	-1.152755e-05
1.996900000000000e-05	-1.170465e-05
1.997100000000000e-05	-1.146340e-05
1.997500000000001e-05	-1.043167e-05
1.998300000000000e-05	-9.851695e-06
1.998399999999999e-05	-9.876772e-06
1.998599999999997e-05	-1.019183e-05
1.998999999999992e-05	-1.050973e-05
1.999200000000009e-05	-1.050973e-05
1.999600000000042e-05	-1.127078e-05
1.999700000000041e-05	-1.217959e-05
1.999799999999999e-05	-1.289485e-05
1.999899999999998e-05	-1.289485e-05
2.000000000000000e-05	-1.130195e-05
2.000002199999999e-05	-3.268040e-05
2.000006599999998e-05	-3.832490e-05
2.000015399999998e-05	-2.052507e-05
2.000032999999998e-05	-1.729551e-05
2.000037728080349e-05	-2.307001e-05
2.000047184241052e-05	-2.306875e-05
2.000066096562454e-05	-3.224520e-04
2.000070470320012e-05	-3.082024e-04
2.000074748001367e-05	-3.392920e-05
2.000077426100213e-05	-2.420141e-05
2.000080316965055e-05	-1.221746e-04
2.000084361857970e-05	-7.219589e-05
2.000088898323338e-05	-4.453458e-05
2.000093635480039e-05	7.268221e-06
2.000094382989458e-05	3.582190e-05
2.000095878008297e-05	1.222392e-05
2.000097145661757e-05	-4.338533e-05
2.000097668824905e-05	-4.342936e-05
2.000098715151201e-05	-9.818409e-05
2.000099999999999e-05	-1.655227e-04
2.000100002826666e-05	1.464568e-02
2.000100008479999e-05	1.684295e-02
2.000100019786669e-05	1.217951e-03
2.000100042400010e-05	-7.896625e-03
2.000100087626690e-05	-3.339321e-03
2.000100178080051e-05	8.924628e-04
2.000100358986773e-05	1.217993e-03
2.000100720800214e-05	4.855734e-04
2.000101444427099e-05	2.414305e-04
2.000102891680869e-05	5.832147e-05
2.000105786188405e-05	-2.719040e-06
2.000111575203479e-05	-3.832957e-05
2.000123153233626e-05	-2.053315e-05
2.000146309293923e-05	-5.275788e-06
2.000192621414514e-05	-7.180433e-06
2.000285245655698e-05	-1.035539e-05
2.000470494138067e-05	-9.080487e-06
2.000536904668559e-05	-1.580309e-05
2.000564699204284e-05	-1.998377e-05
2.000575686946762e-05	-2.602810e-05
2.000579930050523e-05	-8.194605e-05
2.000581704944960e-05	1.539965e-04
2.000582025881584e-05	-2.306110e-04
2.000582159075040e-05	-4.096233e-04
2.000582529128729e-05	5.669392e-04
2.000583536205321e-05	5.669392e-04
2.000583911496167e-05	3.417717e-04
2.000584350032622e-05	-2.655334e-05
2.000584929110817e-05	-5.873828e-05
2.000585674472814e-05	2.961277e-05
2.000586784267532e-05	-9.102263e-05
2.000588519928266e-05	-1.451376e-04
2.000591991249736e-05	-7.392991e-05
2.000598933892675e-05	-7.808485e-06
2.000612819178551e-05	-2.722219e-06
2.000640589750307e-05	-1.289474e-05
2.000696130893817e-05	-1.223019e-05
2.000799999999999e-05	-9.080056e-06
2.000800227738224e-05	4.941196e-05
2.000800683214671e-05	7.865798e-05
2.000801594167568e-05	7.865798e-05
2.000803416073358e-05	5.831293e-05
2.000807059884940e-05	7.450298e-06
2.000814347508103e-05	-5.265359e-06
2.000828922754430e-05	4.907164e-06
2.000858073247084e-05	8.140080e-07
2.000865505562391e-05	-7.906629e-06
2.000869115204821e-05	1.329991e-05
2.000869710903566e-05	2.603984e-04
2.000869864014984e-05	1.034009e-03
2.000869973700062e-05	1.543502e-03
2.000870330240266e-05	5.669392e-04
2.000871432592175e-05	5.669392e-04
2.000871760132102e-05	3.447550e-04
2.000872152407490e-05	-3.046244e-05
2.000872637789852e-05	-4.022939e-05
2.000873098502876e-05	2.049068e-04
2.000873528718733e-05	3.227986e-04
2.000874547887643e-05	-1.654826e-04
2.000875878385730e-05	-1.654827e-04
2.000876710888375e-05	-1.095650e-04
2.000877695768939e-05	-9.786524e-05
2.000878918754115e-05	-1.654827e-04
2.000880471859218e-05	-1.138033e-04
2.000882587302263e-05	-1.856677e-05
2.000885668616264e-05	-5.158488e-06
2.000890842691403e-05	-3.790345e-05
2.000899999999998e-05	-1.289477e-05
2.000900915730857e-05	-3.323982e-05
2.000902747192575e-05	-4.341235e-05
2.000906410116012e-05	-3.832608e-05
2.000913735962888e-05	-2.052417e-05
2.000928387656641e-05	-5.265380e-06
2.000957691044143e-05	-7.172734e-06
2.001016297819148e-05	-1.035166e-05
2.001133511369161e-05	-9.080107e-06
2.001338144896070e-05	-2.787889e-03
2.001389457386910e-05	-2.254093e-03
2.001413602613643e-05	-6.681165e-04
2.001421537479816e-05	-3.076627e-03
2.001422967697560e-05	-2.516592e-03
2.001423474131913e-05	-1.804216e-03
2.001423974848008e-05	-1.468899e-03
2.001424544590481e-05	-1.451527e-03
2.001425256988287e-05	-1.427159e-03
2.001425998742222e-05	-1.425167e-03
2.001426893830538e-05	-1.430682e-03
2.001427732860689e-05	-1.440105e-03
2.001428695095272e-05	-1.452217e-03
2.001429672898776e-05	-1.465276e-03
2.001430846071682e-05	-1.539643e-03
2.001432123553435e-05	-1.675149e-03
2.001433722999811e-05	-1.737464e-03
2.001435609956328e-05	-1.705721e-03
2.001438200594118e-05	-1.708414e-03
2.001447157074868e-05	-1.838036e-03
2.001456588940874e-05	-1.978807e-03
2.001475452672886e-05	-2.384757e-03
2.001513180136910e-05	-3.647823e-03
2.001557092299618e-05	-6.290149e-03
2.001591929362979e-05	-1.043780e-02
2.001617140512223e-05	-1.634410e-02
2.001638751711609e-05	-2.584348e-02
2.001657415001218e-05	-4.078357e-02
2.001676358888448e-05	-6.671180e-02
2.001695935015390e-05	-1.069863e-01
2.001718607118480e-05	-1.636239e-01
2.001737641133713e-05	-2.084926e-01
2.001758588912337e-05	-2.451245e-01
2.001785845765492e-05	-2.740808e-01
2.001807510781955e-05	-2.848354e-01
2.001828381319583e-05	-2.867843e-01
2.001849291593819e-05	-2.835726e-01
2.001871944777657e-05	-2.762547e-01
2.001893001387067e-05	-2.670093e-01
2.001914641591338e-05	-2.558496e-01
2.001936638631259e-05	-2.435498e-01
2.001959483110950e-05	-2.303176e-01
2.001983112492046e-05	-2.166046e-01
